WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
INFO:root:000: Acc-tr:  45.03, Acc-val:  50.95, L-tr: 1.5314, L-val: 1.4193
INFO:root:126: Acc-tr:  97.22, Acc-val:  51.95, L-tr: 0.0807, L-val: 2.9608
INFO:root:127: Acc-tr:  96.69, Acc-val:  49.86, L-tr: 0.0941, L-val: 3.3895
INFO:root:128: Acc-tr:  96.45, Acc-val:  49.63, L-tr: 0.0987, L-val: 3.2361
INFO:root:129: Acc-tr:  97.09, Acc-val:  50.51, L-tr: 0.0837, L-val: 3.0459
INFO:root:130: Acc-tr:  96.68, Acc-val:  51.09, L-tr: 0.0940, L-val: 2.9679
INFO:root:131: Acc-tr:  97.05, Acc-val:  48.85, L-tr: 0.0854, L-val: 3.1787
INFO:root:132: Acc-tr:  96.76, Acc-val:  52.60, L-tr: 0.0916, L-val: 2.8865
INFO:root:133: Acc-tr:  97.20, Acc-val:  46.72, L-tr: 0.0803, L-val: 3.7141
INFO:root:134: Acc-tr:  96.73, Acc-val:  49.51, L-tr: 0.0936, L-val: 3.1924
INFO:root:135: Acc-tr:  96.62, Acc-val:  53.03, L-tr: 0.0940, L-val: 2.9648
INFO:root:136: Acc-tr:  96.59, Acc-val:  51.74, L-tr: 0.0975, L-val: 2.8618
INFO:root:137: Acc-tr:  96.73, Acc-val:  51.18, L-tr: 0.0939, L-val: 2.9065
INFO:root:138: Acc-tr:  97.41, Acc-val:  52.09, L-tr: 0.0758, L-val: 2.8871
INFO:root:139: Acc-tr:  97.26, Acc-val:  51.39, L-tr: 0.0806, L-val: 3.0622
INFO:root:140: Acc-tr:  96.88, Acc-val:  48.20, L-tr: 0.0873, L-val: 3.7133
INFO:root:141: Acc-tr:  96.87, Acc-val:  48.97, L-tr: 0.0878, L-val: 3.1395
INFO:root:142: Acc-tr:  96.83, Acc-val:  50.30, L-tr: 0.0916, L-val: 2.9929
INFO:root:143: Acc-tr:  97.19, Acc-val:  49.76, L-tr: 0.0806, L-val: 3.2195
INFO:root:144: Acc-tr:  97.33, Acc-val:  51.91, L-tr: 0.0787, L-val: 3.0675
INFO:root:145: Acc-tr:  96.82, Acc-val:  50.38, L-tr: 0.0944, L-val: 2.9920
INFO:root:146: Acc-tr:  96.75, Acc-val:  50.88, L-tr: 0.0918, L-val: 2.8926
INFO:root:147: Acc-tr:  96.81, Acc-val:  49.65, L-tr: 0.0909, L-val: 2.9716
INFO:root:148: Acc-tr:  97.39, Acc-val:  53.53, L-tr: 0.0733, L-val: 2.8858
INFO:root:149: Acc-tr:  97.18, Acc-val:  49.64, L-tr: 0.0813, L-val: 3.1330
INFO:root:150: Acc-tr:  98.98, Acc-val:  54.86, L-tr: 0.0311, L-val: 2.7257
INFO:root:151: Acc-tr:  99.97, Acc-val:  54.99, L-tr: 0.0058, L-val: 2.7451
INFO:root:152: Acc-tr: 100.00, Acc-val:  55.16, L-tr: 0.0037, L-val: 2.7737
INFO:root:153: Acc-tr: 100.00, Acc-val:  55.16, L-tr: 0.0029, L-val: 2.8033
INFO:root:154: Acc-tr: 100.00, Acc-val:  55.03, L-tr: 0.0022, L-val: 2.8107
INFO:root:155: Acc-tr: 100.00, Acc-val:  55.03, L-tr: 0.0020, L-val: 2.8160
INFO:root:156: Acc-tr: 100.00, Acc-val:  54.86, L-tr: 0.0017, L-val: 2.8294
INFO:root:157: Acc-tr: 100.00, Acc-val:  54.94, L-tr: 0.0016, L-val: 2.8397
INFO:root:158: Acc-tr: 100.00, Acc-val:  55.09, L-tr: 0.0014, L-val: 2.8595
INFO:root:159: Acc-tr: 100.00, Acc-val:  55.12, L-tr: 0.0013, L-val: 2.8488
INFO:root:160: Acc-tr: 100.00, Acc-val:  55.41, L-tr: 0.0012, L-val: 2.8695
INFO:root:161: Acc-tr: 100.00, Acc-val:  55.09, L-tr: 0.0011, L-val: 2.8775
INFO:root:162: Acc-tr: 100.00, Acc-val:  55.34, L-tr: 0.0011, L-val: 2.8703
INFO:root:163: Acc-tr: 100.00, Acc-val:  55.12, L-tr: 0.0010, L-val: 2.8684
INFO:root:164: Acc-tr: 100.00, Acc-val:  55.08, L-tr: 0.0009, L-val: 2.8814
INFO:root:165: Acc-tr: 100.00, Acc-val:  55.35, L-tr: 0.0009, L-val: 2.8877
INFO:root:166: Acc-tr: 100.00, Acc-val:  55.19, L-tr: 0.0009, L-val: 2.8812
INFO:root:167: Acc-tr: 100.00, Acc-val:  55.46, L-tr: 0.0008, L-val: 2.8873
INFO:root:168: Acc-tr: 100.00, Acc-val:  55.33, L-tr: 0.0008, L-val: 2.8792
INFO:root:169: Acc-tr: 100.00, Acc-val:  55.35, L-tr: 0.0008, L-val: 2.9017
INFO:root:170: Acc-tr: 100.00, Acc-val:  55.30, L-tr: 0.0007, L-val: 2.8842
INFO:root:171: Acc-tr: 100.00, Acc-val:  55.53, L-tr: 0.0007, L-val: 2.8890
INFO:root:172: Acc-tr: 100.00, Acc-val:  55.19, L-tr: 0.0007, L-val: 2.8978
INFO:root:173: Acc-tr: 100.00, Acc-val:  55.41, L-tr: 0.0007, L-val: 2.9020
INFO:root:174: Acc-tr: 100.00, Acc-val:  55.39, L-tr: 0.0007, L-val: 2.8838
INFO:root:175: Acc-tr: 100.00, Acc-val:  55.32, L-tr: 0.0006, L-val: 2.8848
INFO:root:176: Acc-tr: 100.00, Acc-val:  55.59, L-tr: 0.0006, L-val: 2.8881
INFO:root:177: Acc-tr: 100.00, Acc-val:  55.37, L-tr: 0.0006, L-val: 2.8796
INFO:root:178: Acc-tr: 100.00, Acc-val:  55.32, L-tr: 0.0006, L-val: 2.8808
INFO:root:179: Acc-tr: 100.00, Acc-val:  55.43, L-tr: 0.0006, L-val: 2.9035
INFO:root:180: Acc-tr: 100.00, Acc-val:  55.34, L-tr: 0.0006, L-val: 2.8891
INFO:root:181: Acc-tr: 100.00, Acc-val:  55.33, L-tr: 0.0006, L-val: 2.8905
INFO:root:182: Acc-tr: 100.00, Acc-val:  55.54, L-tr: 0.0005, L-val: 2.8659
INFO:root:183: Acc-tr: 100.00, Acc-val:  55.34, L-tr: 0.0006, L-val: 2.8755
INFO:root:184: Acc-tr: 100.00, Acc-val:  55.31, L-tr: 0.0005, L-val: 2.8793
INFO:root:185: Acc-tr: 100.00, Acc-val:  55.38, L-tr: 0.0005, L-val: 2.8668
INFO:root:186: Acc-tr: 100.00, Acc-val:  55.46, L-tr: 0.0005, L-val: 2.8779
INFO:root:187: Acc-tr: 100.00, Acc-val:  55.43, L-tr: 0.0005, L-val: 2.8819
INFO:root:188: Acc-tr: 100.00, Acc-val:  55.33, L-tr: 0.0005, L-val: 2.8735
INFO:root:189: Acc-tr: 100.00, Acc-val:  55.39, L-tr: 0.0005, L-val: 2.8601
INFO:root:190: Acc-tr: 100.00, Acc-val:  55.54, L-tr: 0.0005, L-val: 2.8732
INFO:root:191: Acc-tr: 100.00, Acc-val:  55.32, L-tr: 0.0005, L-val: 2.8714
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
WARNING:matplotlib.image:Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
INFO:root:000: Acc-tr:  10.06, Acc-val:  10.00, L-tr: 2.3420, L-val: 2.3038
INFO:root:001: Acc-tr:  10.05, Acc-val:  10.03, L-tr: 2.3034, L-val: 2.3048
INFO:root:002: Acc-tr:  10.22, Acc-val:  10.10, L-tr: 2.3035, L-val: 2.3047
INFO:root:003: Acc-tr:   9.93, Acc-val:   8.93, L-tr: 2.3036, L-val: 2.3038
INFO:root:004: Acc-tr:  10.12, Acc-val:  10.00, L-tr: 2.3034, L-val: 2.3044
INFO:root:005: Acc-tr:   9.89, Acc-val:  10.11, L-tr: 2.3036, L-val: 2.3033
INFO:root:006: Acc-tr:   9.93, Acc-val:   9.63, L-tr: 2.3032, L-val: 2.3037
INFO:root:007: Acc-tr:  10.07, Acc-val:  10.04, L-tr: 2.3039, L-val: 2.3048
INFO:root:008: Acc-tr:  10.22, Acc-val:  10.08, L-tr: 2.3035, L-val: 2.3045
INFO:root:009: Acc-tr:  10.04, Acc-val:   8.37, L-tr: 2.3034, L-val: 2.3047
INFO:root:010: Acc-tr:  10.12, Acc-val:   9.11, L-tr: 2.3034, L-val: 2.3058
INFO:root:011: Acc-tr:  10.21, Acc-val:   9.17, L-tr: 2.3037, L-val: 2.3074
INFO:root:012: Acc-tr:  10.14, Acc-val:   8.50, L-tr: 2.3033, L-val: 2.3067
INFO:root:013: Acc-tr:  10.20, Acc-val:   8.40, L-tr: 2.3026, L-val: 2.3060
INFO:root:014: Acc-tr:  10.60, Acc-val:  12.00, L-tr: 2.3025, L-val: 2.3062
INFO:root:015: Acc-tr:  10.47, Acc-val:   8.78, L-tr: 2.3032, L-val: 2.3064
INFO:root:016: Acc-tr:  10.55, Acc-val:   9.69, L-tr: 2.3026, L-val: 2.3064
INFO:root:017: Acc-tr:  10.51, Acc-val:   6.67, L-tr: 2.3021, L-val: 2.3083
INFO:root:018: Acc-tr:  10.75, Acc-val:   9.09, L-tr: 2.3020, L-val: 2.3082
INFO:root:019: Acc-tr:  10.88, Acc-val:   8.84, L-tr: 2.3020, L-val: 2.3033
INFO:root:020: Acc-tr:  10.71, Acc-val:   8.22, L-tr: 2.3018, L-val: 2.3072
INFO:root:021: Acc-tr:  10.84, Acc-val:  10.03, L-tr: 2.3017, L-val: 2.3055
INFO:root:022: Acc-tr:  10.80, Acc-val:  11.32, L-tr: 2.3016, L-val: 2.3048
INFO:root:023: Acc-tr:  10.55, Acc-val:   8.37, L-tr: 2.3013, L-val: 2.3079
INFO:root:024: Acc-tr:  10.93, Acc-val:   8.88, L-tr: 2.3015, L-val: 2.3067
INFO:root:025: Acc-tr:  10.86, Acc-val:   9.88, L-tr: 2.3009, L-val: 2.3078
INFO:root:026: Acc-tr:  10.90, Acc-val:  10.63, L-tr: 2.3003, L-val: 2.3050
INFO:root:027: Acc-tr:  11.39, Acc-val:   7.46, L-tr: 2.3000, L-val: 2.3117
INFO:root:028: Acc-tr:  11.24, Acc-val:   9.09, L-tr: 2.2995, L-val: 2.3119
INFO:root:029: Acc-tr:  11.27, Acc-val:  11.64, L-tr: 2.2985, L-val: 2.3058
INFO:root:030: Acc-tr:  11.71, Acc-val:   8.48, L-tr: 2.2977, L-val: 2.3169
INFO:root:031: Acc-tr:  11.94, Acc-val:   8.87, L-tr: 2.2969, L-val: 2.3141
INFO:root:032: Acc-tr:  11.92, Acc-val:   8.05, L-tr: 2.2953, L-val: 2.3143
INFO:root:033: Acc-tr:  12.04, Acc-val:   9.65, L-tr: 2.2935, L-val: 2.3209
INFO:root:034: Acc-tr:  12.39, Acc-val:  10.74, L-tr: 2.2920, L-val: 2.3178
INFO:root:035: Acc-tr:  12.59, Acc-val:   8.09, L-tr: 2.2910, L-val: 2.3164
INFO:root:036: Acc-tr:  13.02, Acc-val:   9.31, L-tr: 2.2874, L-val: 2.3156
INFO:root:037: Acc-tr:  13.27, Acc-val:  10.35, L-tr: 2.2839, L-val: 2.3136
INFO:root:038: Acc-tr:  13.41, Acc-val:  11.41, L-tr: 2.2811, L-val: 2.3162
INFO:root:039: Acc-tr:  14.04, Acc-val:   8.80, L-tr: 2.2759, L-val: 2.3434
INFO:root:040: Acc-tr:  14.21, Acc-val:  10.49, L-tr: 2.2696, L-val: 2.3549
INFO:root:041: Acc-tr:  14.74, Acc-val:  10.97, L-tr: 2.2627, L-val: 2.3364
INFO:root:042: Acc-tr:  15.20, Acc-val:   9.74, L-tr: 2.2529, L-val: 2.3396
INFO:root:043: Acc-tr:  15.92, Acc-val:  10.13, L-tr: 2.2412, L-val: 2.3643
INFO:root:044: Acc-tr:  16.63, Acc-val:  10.68, L-tr: 2.2294, L-val: 2.3710
INFO:root:045: Acc-tr:  17.72, Acc-val:   8.90, L-tr: 2.2103, L-val: 2.4222
INFO:root:046: Acc-tr:  18.76, Acc-val:   9.72, L-tr: 2.1894, L-val: 2.4294
INFO:root:047: Acc-tr:  20.10, Acc-val:  10.48, L-tr: 2.1636, L-val: 2.4799
INFO:root:048: Acc-tr:  21.88, Acc-val:  10.19, L-tr: 2.1299, L-val: 2.4786
INFO:root:049: Acc-tr:  23.47, Acc-val:  10.41, L-tr: 2.0942, L-val: 2.5348
INFO:root:050: Acc-tr:  25.22, Acc-val:   9.64, L-tr: 2.0536, L-val: 2.6424
INFO:root:051: Acc-tr:  27.16, Acc-val:  10.21, L-tr: 2.0033, L-val: 2.5824
INFO:root:052: Acc-tr:  29.48, Acc-val:  10.72, L-tr: 1.9476, L-val: 2.7298
INFO:root:053: Acc-tr:  31.99, Acc-val:   8.55, L-tr: 1.8822, L-val: 2.9632
INFO:root:054: Acc-tr:  35.05, Acc-val:  10.19, L-tr: 1.8094, L-val: 3.1996
INFO:root:055: Acc-tr:  38.18, Acc-val:   9.32, L-tr: 1.7248, L-val: 3.1605
INFO:root:056: Acc-tr:  41.77, Acc-val:  10.00, L-tr: 1.6391, L-val: 3.3719
INFO:root:057: Acc-tr:  45.59, Acc-val:   9.53, L-tr: 1.5385, L-val: 3.2766
INFO:root:058: Acc-tr:  49.65, Acc-val:  10.02, L-tr: 1.4237, L-val: 3.5946
INFO:root:059: Acc-tr:  52.96, Acc-val:   8.92, L-tr: 1.3293, L-val: 4.0895
INFO:root:060: Acc-tr:  57.63, Acc-val:   9.50, L-tr: 1.2147, L-val: 3.7772
INFO:root:061: Acc-tr:  61.59, Acc-val:   9.61, L-tr: 1.1026, L-val: 4.2112
INFO:root:062: Acc-tr:  65.19, Acc-val:   9.93, L-tr: 1.0013, L-val: 4.0968
INFO:root:063: Acc-tr:  68.52, Acc-val:  10.36, L-tr: 0.9040, L-val: 4.6306
INFO:root:064: Acc-tr:  71.92, Acc-val:   8.55, L-tr: 0.8168, L-val: 5.6100
INFO:root:065: Acc-tr:  75.02, Acc-val:   9.28, L-tr: 0.7246, L-val: 5.4688
INFO:root:066: Acc-tr:  76.82, Acc-val:  10.06, L-tr: 0.6719, L-val: 5.5375
INFO:root:067: Acc-tr:  80.05, Acc-val:  10.28, L-tr: 0.5807, L-val: 5.1400
INFO:root:068: Acc-tr:  81.48, Acc-val:   9.02, L-tr: 0.5431, L-val: 6.0433
INFO:root:069: Acc-tr:  83.44, Acc-val:   9.95, L-tr: 0.4875, L-val: 5.8222
INFO:root:070: Acc-tr:  85.24, Acc-val:  10.16, L-tr: 0.4363, L-val: 6.3309
INFO:root:071: Acc-tr:  85.82, Acc-val:   9.40, L-tr: 0.4168, L-val: 6.6693
INFO:root:072: Acc-tr:  87.39, Acc-val:   9.65, L-tr: 0.3721, L-val: 6.9313
INFO:root:073: Acc-tr:  88.25, Acc-val:   9.48, L-tr: 0.3484, L-val: 7.0646
INFO:root:074: Acc-tr:  89.26, Acc-val:   9.94, L-tr: 0.3180, L-val: 6.9146
INFO:root:075: Acc-tr:  89.35, Acc-val:   9.80, L-tr: 0.3149, L-val: 6.6392
INFO:root:076: Acc-tr:  89.81, Acc-val:  10.02, L-tr: 0.3021, L-val: 7.0391
INFO:root:077: Acc-tr:  91.85, Acc-val:  10.74, L-tr: 0.2451, L-val: 8.2032
INFO:root:078: Acc-tr:  91.70, Acc-val:   9.39, L-tr: 0.2521, L-val: 7.2458
INFO:root:079: Acc-tr:  92.86, Acc-val:   9.53, L-tr: 0.2185, L-val: 7.7460
INFO:root:080: Acc-tr:  91.73, Acc-val:   9.71, L-tr: 0.2475, L-val: 7.8290
INFO:root:081: Acc-tr:  92.33, Acc-val:  10.50, L-tr: 0.2265, L-val: 7.1603
INFO:root:082: Acc-tr:  92.80, Acc-val:  10.06, L-tr: 0.2181, L-val: 7.1589
INFO:root:083: Acc-tr:  92.91, Acc-val:  10.04, L-tr: 0.2131, L-val: 7.0303
INFO:root:084: Acc-tr:  92.73, Acc-val:  10.52, L-tr: 0.2228, L-val: 7.5940
INFO:root:085: Acc-tr:  93.62, Acc-val:   8.90, L-tr: 0.1959, L-val: 7.6686
INFO:root:086: Acc-tr:  92.58, Acc-val:   9.73, L-tr: 0.2207, L-val: 7.2892
INFO:root:087: Acc-tr:  93.66, Acc-val:   8.73, L-tr: 0.1908, L-val: 7.4786
INFO:root:088: Acc-tr:  94.71, Acc-val:   9.78, L-tr: 0.1628, L-val: 6.9507
INFO:root:089: Acc-tr:  94.73, Acc-val:   9.61, L-tr: 0.1612, L-val: 8.7912
INFO:root:090: Acc-tr:  94.30, Acc-val:  10.44, L-tr: 0.1770, L-val: 7.2169
INFO:root:091: Acc-tr:  93.63, Acc-val:  10.13, L-tr: 0.1894, L-val: 7.5791
INFO:root:092: Acc-tr:  94.64, Acc-val:  10.19, L-tr: 0.1623, L-val: 7.7779
INFO:root:093: Acc-tr:  94.58, Acc-val:   9.81, L-tr: 0.1661, L-val: 7.4712
INFO:root:094: Acc-tr:  93.95, Acc-val:   9.90, L-tr: 0.1847, L-val: 7.8671
INFO:root:095: Acc-tr:  94.27, Acc-val:   9.67, L-tr: 0.1724, L-val: 7.4044
INFO:root:096: Acc-tr:  94.50, Acc-val:  10.19, L-tr: 0.1681, L-val: 7.5235
INFO:root:097: Acc-tr:  94.53, Acc-val:   9.74, L-tr: 0.1668, L-val: 8.7012
INFO:root:098: Acc-tr:  95.22, Acc-val:   9.80, L-tr: 0.1458, L-val: 7.6509
INFO:root:099: Acc-tr:  94.00, Acc-val:   9.73, L-tr: 0.1815, L-val: 7.5409
INFO:root:100: Acc-tr:  94.39, Acc-val:   9.73, L-tr: 0.1712, L-val: 7.1464
INFO:root:101: Acc-tr:  94.89, Acc-val:   9.58, L-tr: 0.1594, L-val: 7.4689
INFO:root:102: Acc-tr:  95.51, Acc-val:  10.68, L-tr: 0.1402, L-val: 8.3339
INFO:root:103: Acc-tr:  94.60, Acc-val:   8.95, L-tr: 0.1644, L-val: 8.1627
INFO:root:104: Acc-tr:  94.24, Acc-val:  10.04, L-tr: 0.1698, L-val: 8.0928
INFO:root:105: Acc-tr:  95.45, Acc-val:  10.33, L-tr: 0.1400, L-val: 7.2897
INFO:root:106: Acc-tr:  95.43, Acc-val:   9.98, L-tr: 0.1397, L-val: 7.5789
INFO:root:107: Acc-tr:  94.83, Acc-val:  10.59, L-tr: 0.1580, L-val: 7.2694
INFO:root:108: Acc-tr:  93.98, Acc-val:   9.94, L-tr: 0.1810, L-val: 7.6732
INFO:root:109: Acc-tr:  94.83, Acc-val:  10.32, L-tr: 0.1573, L-val: 7.3388
INFO:root:110: Acc-tr:  95.02, Acc-val:  10.19, L-tr: 0.1519, L-val: 7.7358
INFO:root:111: Acc-tr:  95.08, Acc-val:   9.62, L-tr: 0.1499, L-val: 7.4952
INFO:root:112: Acc-tr:  95.47, Acc-val:  10.27, L-tr: 0.1374, L-val: 7.7277
INFO:root:113: Acc-tr:  94.09, Acc-val:  10.02, L-tr: 0.1764, L-val: 7.1521
INFO:root:114: Acc-tr:  95.28, Acc-val:   9.47, L-tr: 0.1397, L-val: 7.4799
INFO:root:115: Acc-tr:  94.65, Acc-val:  10.22, L-tr: 0.1618, L-val: 7.2684
INFO:root:116: Acc-tr:  95.19, Acc-val:  10.28, L-tr: 0.1467, L-val: 8.0600
INFO:root:117: Acc-tr:  95.02, Acc-val:   9.41, L-tr: 0.1537, L-val: 7.5049
INFO:root:118: Acc-tr:  95.75, Acc-val:   9.58, L-tr: 0.1287, L-val: 8.0402
INFO:root:119: Acc-tr:  95.16, Acc-val:   9.85, L-tr: 0.1484, L-val: 7.6741
INFO:root:120: Acc-tr:  94.54, Acc-val:   9.60, L-tr: 0.1645, L-val: 8.0163
INFO:root:121: Acc-tr:  95.24, Acc-val:   9.14, L-tr: 0.1450, L-val: 7.8317
INFO:root:122: Acc-tr:  94.38, Acc-val:   9.35, L-tr: 0.1699, L-val: 7.3466
INFO:root:123: Acc-tr:  95.15, Acc-val:   9.53, L-tr: 0.1495, L-val: 7.2446
INFO:root:124: Acc-tr:  96.02, Acc-val:  10.51, L-tr: 0.1216, L-val: 7.3166
INFO:root:125: Acc-tr:  95.83, Acc-val:  10.15, L-tr: 0.1249, L-val: 7.8068
INFO:root:126: Acc-tr:  94.59, Acc-val:  10.26, L-tr: 0.1625, L-val: 6.7250
INFO:root:127: Acc-tr:  94.50, Acc-val:   9.58, L-tr: 0.1693, L-val: 7.3189
INFO:root:128: Acc-tr:  94.93, Acc-val:   9.95, L-tr: 0.1539, L-val: 7.7207
INFO:root:129: Acc-tr:  95.12, Acc-val:   9.74, L-tr: 0.1475, L-val: 7.7318
INFO:root:130: Acc-tr:  96.35, Acc-val:  10.36, L-tr: 0.1150, L-val: 7.6048
INFO:root:131: Acc-tr:  94.85, Acc-val:   9.99, L-tr: 0.1535, L-val: 7.4150
INFO:root:132: Acc-tr:  95.82, Acc-val:   9.41, L-tr: 0.1300, L-val: 7.5061
INFO:root:133: Acc-tr:  95.54, Acc-val:  10.50, L-tr: 0.1336, L-val: 8.4717
INFO:root:134: Acc-tr:  94.65, Acc-val:   9.98, L-tr: 0.1593, L-val: 7.8646
INFO:root:135: Acc-tr:  94.38, Acc-val:  10.12, L-tr: 0.1675, L-val: 7.4703
INFO:root:136: Acc-tr:  95.47, Acc-val:   9.91, L-tr: 0.1342, L-val: 7.6020
